WMO_ID,Latitude,Longitude,Elevation,File
710640-99999,69.03,-107.82,165,71064099999.csv
710660-99999,58.621389,-117.164722,338.32,71066099999.csv
710680-99999,56.227,-117.447,570.9,71068099999.csv
710690-99999,55.293,-114.777,583.4,71069099999.csv
710735-99999,62.233,-92.6,20,71073599999.csv
710740-99999,78.783,-103.55,58,71074099999.csv
710750-99999,58.183,-103.7,492,71075099999.csv
710760-99999,59.5666666,-108.4833333,318,71076099999.csv
710770-99999,55.8333333,-108.4333333,440,71077099999.csv
710774-99999,55.842,-108.418,440.1,71077499999.csv
710780-99999,56.863888,-101.07611,356.61,71078099999.csv
710790-99999,55.801,-97.864,222.2,71079099999.csv
710810-99999,68.776,-81.244,8.2,71081099999.csv
710814-99999,69.367,-81.817,51,71081499999.csv
710820-99999,82.5,-62.333,31,71082099999.csv
710823-99999,82.517778,-62.280556,30.48,71082399999.csv
710830-99999,62.811,-92.116,28.7,71083099999.csv
710840-99999,68.32,-100.08,36,71084099999.csv
710850-99999,49.5166666,-114,1190,71085099999.csv
710870-99999,61.317,-117.6,162,71087099999.csv
710880-99999,69.07,-79.07,41,71088099999.csv
710900-99999,70.486,-68.517,26.5,71090099999.csv
710910-99999,68.88,-75.13,162,71091099999.csv
710920-99999,68.65,-71.17,518,71092099999.csv
710930-99999,68.467,-66.783,390,71093099999.csv
710934-99999,66.145,-65.714,22.9,71093499999.csv
710940-99999,66.65,-61.3833333,725,71094099999.csv
710944-99999,66.521,-86.225,24.4,71094499999.csv
710950-99999,72.683,-77.967,55.2,71095099999.csv
710960-99999,67.53,-63.78,584,71096099999.csv
710964-99999,67.546,-64.031,6.4,71096499999.csv
710970-99999,63.33,-64.15,367,71097099999.csv
710980-99999,53.0666666,-93.35,290,71098099999.csv
710990-99999,56.017,-87.683,16,71099099999.csv
711010-99999,53.25,-131.8,6,71101099999.csv
711020-99999,53.017,-110.1,669,71102099999.csv
711030-99999,53.026,-122.51,545.3,71103099999.csv
711040-99999,52.183,-122.054,940.3,71104099999.csv
711050-99999,50.25,-111.7,645,71105099999.csv
711060-94234,49.083,-125.767,24,71106094234.csv
711070-25342,51.933,-131,92,71107025342.csv
711070-99999,51.9333333,-131,92,71107099999.csv
711080-99999,49.025,-122.363,59.4,71108099999.csv
711090-99999,50.681,-127.367,17,71109099999.csv
711100-99999,46.917,-55.383,49,71110099999.csv
711130-99999,49.25,-121.767,19,71113099999.csv
711140-99999,49.3666666,-121.4833333,39,71114099999.csv
711150-99999,50.2166666,-119.1833333,482,71115099999.csv
711160-99999,49.117,-110.467,935,71116099999.csv
711180-99999,52.817,-111.1,686,71118099999.csv
711200-99999,54.405,-110.279,541,71120099999.csv
711210-99999,53.667,-113.467,688,71121099999.csv
711220-99999,51.2,-115.55,1397,71122099999.csv
711226-99999,51.2,-115.55,1396,71122699999.csv
711230-99999,53.309723,-113.579722,723.29,71123099999.csv
711233-99999,53.668,-113.854,687.3,71123399999.csv
711250-99999,54.125,-108.523,480.4,71125099999.csv
711270-99999,53.55,-114.116666,766,71127099999.csv
711290-99999,51.518,-109.181,694,71129099999.csv
711300-99999,53.333,-104,374,71130099999.csv
711310-99999,49.433,-108.983,1080,71131099999.csv
711320-99999,59.25,-105.833,250,71132099999.csv
711330-99999,53.367,-107.55,584,71133099999.csv
711350-99999,49.167,-105.983,917,71135099999.csv
711370-99999,49.067,-107.583,796,71137099999.csv
711380-99999,51.265,-102.462,498.3,71138099999.csv
711390-99999,49.65,-109.517,1271,71139099999.csv
711400-99999,49.917,-99.95,409.3,71140099999.csv
711420-99999,50.3,-107.6833333,816.86,71142099999.csv
711430-99999,51.75,-99.9,256,71143099999.csv
711440-99999,50.499,-98.037,249.6,71144099999.csv
711450-99999,53.85,-94.65,236,71145099999.csv
711470-99999,49.5,-98.033,268,71147099999.csv
711480-99999,49.183,-98.9,471,71148099999.csv
711490-99999,50.717,-99.533,351,71149099999.csv
711500-99999,50.45,-100.6,561,71150099999.csv
711520-99999,47.617,-57.617,11,71152099999.csv
711530-99999,49.2,-113.283,1136,71153099999.csv
711540-99999,49.133,-113.817,1289,71154099999.csv
711550-99999,53.3,-113.6,715,71155099999.csv
711560-99999,53.583,-116.467,927,71156099999.csv
711570-99999,53.5666666,-113.5166666,671,71157099999.csv
711580-99999,52.35,-97.033,222,71158099999.csv
711600-99999,62.7,-109.15,168,71160099999.csv
711610-99999,44.633,-75.733,120,71161099999.csv
711620-99999,61.917,-113.717,165,71162099999.csv
711630-99999,63.133,-117.25,271,71163099999.csv
711640-99999,67.167,-130.217,63,71164099999.csv
711650-99999,64.117,-117.333,223.3,71165099999.csv
711660-99999,60.433,-121.233,498,71166099999.csv
711700-99999,49.9,-99.35,384,71170099999.csv
711710-99999,43.183,-79.4,79,71171099999.csv
711720-99999,45.333,-80.033,176,71172099999.csv
711740-99999,61.094166,-94.070833,9.75,71174099999.csv
711750-99999,50.1333333,-122.95,658,71175099999.csv
711760-99999,59.98,-64.17,551,71176099999.csv
711770-99999,57.13,-61.48,834,71177099999.csv
711780-99999,48.667,-53.117,26,71178099999.csv
711790-99999,54.72,-58.35,683,71179099999.csv
711800-99999,47.7,-59.3,32,71180099999.csv
711810-99999,47.1333333,-55.3166666,29,71181099999.csv
711830-99999,45.4666666,-73.7333333,32,71183099999.csv
711840-99999,45.7166666,-73.3833333,18,71184099999.csv
711850-99999,50.233,-57.583,19,71185099999.csv
711860-99999,48.367,-70.533,7,71186099999.csv
711880-99999,48.775,-64.479,32.9,71188099999.csv
711890-99999,48.267,-70.117,4,71189099999.csv
711900-99999,48.133,-69.7,7,71190099999.csv
711910-99999,45.6,-64.95,43,71191099999.csv
711945-99999,45.867,-73,31,71194599999.csv
711966-99999,49.117,-53.583,10,71196699999.csv
711970-99999,47.567,-59.15,40,71197099999.csv
711980-99999,46.183,-72.917,16,71198099999.csv
711990-99999,60.1166666,-128.8166666,690,71199099999.csv
712000-99999,48.4,-123.3166666,70,71200099999.csv
712010-99999,49.283,-123.117,3,71201099999.csv
712020-99999,52.783,-112.433,712,71202099999.csv
712027-99999,48.53,-123.47,154,71202799999.csv
712030-99999,49.956112,-119.377778,429.46,71203099999.csv
712060-99999,52.388,-126.596,35.7,71206099999.csv
712070-99999,49.783,-123.167,52,71207099999.csv
712081-99999,49.834,-124.5,129.5,71208199999.csv
712090-99999,49.1,-123.3,11,71209099999.csv
712110-99999,49.483,-123.3,5,71211099999.csv
712120-99999,47.317,-71.133,673,71212099999.csv
712140-99999,52.117,-110.1,687,71214099999.csv
712150-99999,49.033,-119.433,283,71215099999.csv
712160-99999,50.267,-117.817,512.1,71216099999.csv
712170-99999,50.2666666,-113.35,1006,71217099999.csv
712180-99999,50.7,-119.283,351,71218099999.csv
712190-99999,54.167,-130.35,5,71219099999.csv
712200-99999,54.296,-130.609,22.6,71220099999.csv
712210-99999,56.3,-119.733,630,71221099999.csv
712220-99999,58.4333333,-130.0333333,802,71222099999.csv
712230-99999,51.933,-110.7,772,71223099999.csv
712240-99999,49.05,-112.817,1310,71224099999.csv
712250-99999,49.483,-111.483,881,71225099999.csv
712260-99999,55.383,-116.467,602,71226099999.csv
712270-99999,53.183,-112.233,688,71227099999.csv
712280-99999,52.833,-111.867,675,71228099999.csv
712290-99999,56.967,-117.45,457,71229099999.csv
712300-99999,55.2,-119.4,745,71230099999.csv
712310-99999,49.733,-111.45,817,71231099999.csv
712320-99999,51.083,-115.067,1298,71232099999.csv
712330-99999,53.083,-114.433,852,71233099999.csv
712340-99999,50,-113.633,1009,71234099999.csv
712350-99999,51.067,-114.217,1235,71235099999.csv
712360-99999,49.617,-114.483,1303,71236099999.csv
712370-99999,51.433,-112.667,678,71237099999.csv
712380-99999,53.683,-112.867,713.7,71238099999.csv
712400-99999,51.667,-110.2,707,71240099999.csv
712410-99999,53.45,-114.4666666,747,71241099999.csv
712420-99999,52.45,-113.75,860,71242099999.csv
712430-99999,49.7,-112.767,910,71243099999.csv
712440-99999,49.133,-112.05,1050,71244099999.csv
712450-99999,50.933,-115.183,2543,71245099999.csv
712460-99999,56.533,-115.267,546,71246099999.csv
712480-99999,51.767,-114.683,1114,71248099999.csv
712490-99999,51.768,-113.206,857,71249099999.csv
712510-99999,50.05,-112.133,779,71251099999.csv
712520-99999,53.383,-118.333,1402,71252099999.csv
712530-99999,58.7,-113.867,241,71253099999.csv
712540-99999,53.033,-112.817,739,71254099999.csv
712550-99999,57.033,-111.55,310,71255099999.csv
712560-99999,54.15,-115.7833333,785,71256099999.csv
712570-99999,51.65,-112.667,836,71257099999.csv
712580-99999,51.75,-114.067,1046,71258099999.csv
712590-99999,51.117,-111.7,750,71259099999.csv
712600-99999,46.485,-84.509,192,71260099999.csv
712610-99999,43.767,-81.717,214,71261099999.csv
712625-99999,43.192,-79.172,97.8,71262599999.csv
712630-99999,43.173611,-79.935,237.74,71263099999.csv
712635-99999,46.017,-73.817,210,71263599999.csv
712643-99999,43.862221,-79.37,198.12,71264399999.csv
712650-99999,43.6166666,-79.3833333,76.5,71265099999.csv
712670-99999,49.6333333,-112.8,929,71267099999.csv
712690-99999,50.3,-110.083,800,71269099999.csv
712700-99999,44.5,-80.217,180,71270099999.csv
712729-99999,44.85,-79.87,183,71272999999.csv
712740-99999,54.267,-112.483,680,71274099999.csv
712750-99999,54,-111.267,649,71275099999.csv
712760-99999,53.617,-111.667,678,71276099999.csv
712770-99999,55.083,-117.183,698,71277099999.csv
712780-99999,53.333,-110.867,623,71278099999.csv
712790-99999,50.217,-66.25,53,71279099999.csv
712810-99999,44.417,-75.85,82,71281099999.csv
712820-99999,44.533,-79.217,221,71282099999.csv
712850-99999,54.283,-112.967,664,71285099999.csv
712860-99999,53.917,-112.267,625,71286099999.csv
712870-99999,54.767,-112.817,574,71287099999.csv
712880-99999,69.1,-105.1333333,19,71288099999.csv
712890-99999,52.333,-112.583,795,71289099999.csv
712910-99999,49.15,-88.333,233,71291099999.csv
712929-99999,45.233,-81.533,190,71292999999.csv
712940-99999,45.067,-77.867,331,71294099999.csv
712950-99999,50.633,-93.217,363,71295099999.csv
712960-99999,44.233,-79.783,251,71296099999.csv
712970-99999,43.283,-79.9,102,71297099999.csv
712980-99999,42.033,-82.9,191,71298099999.csv
712990-99999,49.4,-82.4333333,218,71299099999.csv
713000-99999,45,-75.633,99,71300099999.csv
713010-99999,48.15,-80,324,71301099999.csv
713030-99999,41.933,-82.517,177,71303099999.csv
713041-99999,45.25,-74.967,85,71304199999.csv
713059-99999,45.467,-74.283,30,71305999999.csv
713060-99999,58.4666666,-78.0833333,25,71306099999.csv
713069-99999,45.3,-74.3,56,71306999999.csv
713070-99999,42.45,-81.883,206,71307099999.csv
713080-99999,45.6,-61.667,67,71308099999.csv
713090-99999,51.15,-80.39,10,71309099999.csv
713100-99999,46.45,-62.567,30,71310099999.csv
713110-99999,45.75,-64.233,20,71311099999.csv
713120-99999,53.3333333,-104,372,71312099999.csv
713130-99999,50.283,-63.6,37.8,71313099999.csv
713140-99999,44.48,-79.55,289,71314099999.csv
713150-99999,47.9833333,-66.3333333,42,71315099999.csv
713160-99999,54.7666666,-112.0166666,567,71316099999.csv
713170-99999,45.417,-63.467,38.6,71317099999.csv
713180-99999,52.0666666,-111.4333333,791,71318099999.csv
713190-99999,47.283,-70.633,723,71319099999.csv
713200-99999,68.7666666,-81.2333333,8,71320099999.csv
713210-99999,63.75,-68.55,34,71321099999.csv
713220-99999,61.1,-94.067,10,71322099999.csv
713230-99999,46.2,-70.783,229,71323099999.csv
713270-99999,44.65,-63.617,51,71327099999.csv
713310-99999,55.533,-102.35,297,71331099999.csv
713315-99999,46.23,-63.73,54,71331599999.csv
713320-99999,67.82,-115.12,23,71332099999.csv
713340-99999,58.7,-98.5,262,71334099999.csv
713350-99999,58.333,-62.583,501,71335099999.csv
713360-99999,48.1666666,-52.9333333,46,71336099999.csv
713370-99999,49.917,-55.667,194,71337099999.csv
713380-99999,67.5333333,-64.0166666,6,71338099999.csv
713390-99999,52.3,-55.8333333,12,71339099999.csv
713400-99999,54.317,-113.95,614,71340099999.csv
713410-99999,49.617,-113.817,1073,71341099999.csv
713420-99999,51.383,-110.35,767,71342099999.csv
713430-99999,49.5,-112.117,944,71343099999.csv
713440-99999,51.183,-112.5,971,71344099999.csv
713450-99999,49.133,-111.65,948,71345099999.csv
713460-99999,49.8,-112.3,824,71346099999.csv
713470-99999,56.067,-118.433,655,71347099999.csv
713480-99999,55.617,-118.283,621,71348099999.csv
713490-99999,54.5,-111.7,585,71349099999.csv
713500-99999,46.35,-63.167,53,71350099999.csv
713510-99999,53.65,-113.35,665,71351099999.csv
713520-99999,43.65,-80.417,376,71352099999.csv
713530-99999,52.433,-113.6,965,71353099999.csv
713540-99999,53.567,-112.3,683,71354099999.csv
713550-99999,82.5,-62.3333333,65,71355099999.csv
713560-99999,64.3166666,-96,51,71356099999.csv
713570-99999,67.55,-64.03,6,71357099999.csv
713580-99999,70.4833333,-68.5166666,27,71358099999.csv
713610-99999,60.8333333,-115.7666666,164,71361099999.csv
713620-99999,60.017,-111.917,203,71362099999.csv
713630-99999,68.6333333,-95.85,42,71363099999.csv
713640-99999,68.317,-133.517,103,71364099999.csv
713650-99999,61.75,-121.2333333,168,71365099999.csv
713671-99999,45.05,-75.333,75,71367199999.csv
713680-99999,43.460833,-80.378611,321.25,71368099999.csv
713700-99999,46.55,-72.733,110,71370099999.csv
713710-99999,45.517,-73.417,27.4,71371099999.csv
713720-99999,45.283,-73.333,44,71372099999.csv
713721-99999,45.63,-73.55,50,71372199999.csv
713730-99999,45.05,-72.85,152,71373099999.csv
713740-99999,50.15,-60.05,7,71374099999.csv
713750-99999,50.217,-64.2,9,71375099999.csv
713760-99999,46.067,-74.55,239,71376099999.csv
713770-99999,45.417,-73.917,39,71377099999.csv
713780-99999,47.4,-72.783,169,71378099999.csv
713790-99999,48.833,-72.533,137,71379099999.csv
713810-99999,48.583,-71.7,113,71381099999.csv
713820-99999,47.55,-71.217,791,71382099999.csv
713830-99999,50.717,-71,498,71383099999.csv
713840-99999,47.067,-70.767,6,71384099999.csv
713850-99999,48.4,-68.883,7,71385099999.csv
713860-99999,48.467,-67.433,166,71386099999.csv
713870-99999,48.883,-71.017,304,71387099999.csv
713880-99999,48.3,-70.917,152,71388099999.csv
713890-99999,46.683,-71.967,61,71389099999.csv
713900-99999,50.15,-66.433,24,71390099999.csv
713910-99999,45.833,-75.633,195,71391099999.csv
713920-99999,46.78,-71.283,91,71392099999.csv
713931-99999,45.317,-74.6,77,71393199999.csv
713950-99999,44.880833,-63.50861,145.38,71395099999.csv
713953-99999,44.883,-63.517,145,71395399999.csv
713970-99999,44.984,-64.917,28,71397099999.csv
713985-99999,45.617,-74.417,75,71398599999.csv
713990-99999,51.583,-110.75,755,71399099999.csv
714000-99999,48.967,-56.067,103,71400099999.csv
714010-99999,49.117,-117.733,566.9,71401099999.csv
714020-99999,49.683,-54.8,92,71402099999.csv
714030-99999,44.817,-62.333,6,71403099999.csv
714060-99999,51.017,-57.1,6,71406099999.csv
714070-99999,68.5333333,-89.8,16,71407099999.csv
714080-99999,47.367,-55.783,60,71408099999.csv
714100-99999,53.9666667,-97.8333333,223,71410099999.csv
714110-99999,43.983,-64.667,10,71411099999.csv
714120-99999,46.45,-61.983,8,71412099999.csv
714130-99999,51.817,-111.683,804,71413099999.csv
714140-99999,54.367,-110.867,556,71414099999.csv
714150-99999,45.767,-62.683,2,71415099999.csv
714170-99999,50.72,-56.12,30,71417099999.csv
714180-99999,47.217,-60.133,24,71418099999.csv
714190-99999,45.35,-60.983,8,71419099999.csv
714210-99999,51.867,-63.283,589,71421099999.csv
714230-99999,49.083,-61.7,7,71423099999.csv
714240-99999,47,-70.817,4,71424099999.csv
714250-99999,49.25,-65.317,29,71425099999.csv
714260-99999,48.067,-69.55,6,71426099999.csv
714270-99999,49.317,-67.381,5.9,71427099999.csv
714280-99999,49.1,-66.65,5,71428099999.csv
714290-99999,48.417,-64.317,15,71429099999.csv
714300-99999,43.833,-77.15,79,71430099999.csv
714310-99999,43.95,-78.167,78,71431099999.csv
714320-99999,43.25,-79.217,79,71432099999.csv
714330-99999,47.333,-85.833,187,71433099999.csv
714340-99999,54.983,-85.433,53,71434099999.csv
714350-99999,49.033,-90.467,489,71435099999.csv
714360-99999,44.23,-78.363333,191.41,71436099999.csv
714370-99999,43.3,-79.8,77,71437099999.csv
714380-99999,45.033,-80.367,191,71438099999.csv
714390-99999,45.333,-81.733,181,71439099999.csv
714400-99999,51.233,-112.983,901,71440099999.csv
714410-99999,49.017,-97.55,253,71441099999.csv
714420-99999,51.083,-97.55,253,71442099999.csv
714430-99999,52.117,-101.233,335,71443099999.csv
714440-99999,50.65,-99.933,627,71444099999.csv
714450-99999,52.817,-97.6,223,71445099999.csv
714460-99999,50.267,-107.733,825,71446099999.csv
714470-99999,49.283,-100.983,446,71447099999.csv
714480-99999,50.167,-96.05,268,71448099999.csv
714490-99999,49.017,-95.6,329,71449099999.csv
714500-99999,51.1333333,-106.5833333,595,71450099999.csv
714510-99999,56.333,-103.283,344,71451099999.csv
714520-99999,49.7,-103.8,589,71452099999.csv
714530-99999,49.9,-109.467,767,71453099999.csv
714540-99999,53.917,-106.067,569,71454099999.csv
714550-99999,50.95,-107.15,665,71455099999.csv
714560-99999,52.817,-104.6,490,71456099999.csv
714570-99999,50.55,-111.85,747,71457099999.csv
714580-99999,53.517,-112.1,639,71458099999.csv
714590-99999,50.9,-109.5,676,71459099999.csv
714600-99999,45.967,-81.483,196,71460099999.csv
714610-99999,55.8,-117.883,563,71461099999.csv
714620-99999,45.633,-82.967,183,71462099999.csv
714630-99999,42.867,-79.25,184,71463099999.csv
714640-99999,42.55,-80.05,175,71464099999.csv
714650-99999,42.25,-81.9,178,71465099999.csv
714660-99999,41.8333333,-82.4666666,195,71466099999.csv
714670-99999,72,-125.267,88,71467099999.csv
714680-99999,49.72,-88.33,260,71468099999.csv
714700-99999,65.75,-111.25,488,71470099999.csv
714720-99999,53.3,-132.767,14,71472099999.csv
714724-99999,54.03,-132.13,7,71472499999.csv
714730-99999,48.783,-123.033,24,71473099999.csv
714735-99999,48.42,-123.33,5,71473599999.csv
714740-99999,51.15,-121.5,1057,71474099999.csv
714750-99999,49.3166666,-124.9166666,76,71475099999.csv
714760-99999,54.567,-130.683,8,71476099999.csv
714770-99999,54.15,-131.65,7,71477099999.csv
714780-99999,50.817,-128.9,111,71478099999.csv
714790-99999,50.1,-127.933,99,71479099999.csv
714800-99999,65.28,-126.75,94,71480099999.csv
714810-99999,53.573,-115.124,819,71481099999.csv
714820-99999,52.183,-127.467,31,71482099999.csv
714830-99999,54.4,-114.767,676,71483099999.csv
714840-99999,53.5,-130.633,15,71484099999.csv
714850-99999,50.933,-127.65,1605,71485099999.csv
714860-99999,52.933,-118.033,1020,71486099999.csv
714870-99999,49.733,-105.933,726,71487099999.csv
714880-99999,57.25,-105.6,514,71488099999.csv
714890-99999,52.3666666,-108.8333333,660,71489099999.csv
714900-99999,65.083,-102.417,244,71490099999.csv
714910-99999,66.2333333,-128.65,82,71491099999.csv
714920-99999,69.1833333,-122.35,522,71492099999.csv
714930-99999,45.417,-64.35,30.9,71493099999.csv
714940-99999,46.05,-71.267,430,71494099999.csv
714950-99999,51.367,-114.083,1145,71495099999.csv
714960-99999,52.167,-106.717,504,71496099999.csv
714963-99999,65.767,-111.25,494,71496399999.csv
714970-99999,60.233,-123.467,213,71497099999.csv
715010-99999,69.567,-138.917,1,71501099999.csv
715020-99999,69.617,-135.433,17,71502099999.csv
715030-99999,65.217,-123.433,213,71503099999.csv
715050-99999,60.767,-137.583,595,71505099999.csv
715060-99999,66.983,-136.217,731,71506099999.csv
715080-99999,43.667,-79.4,113,71508099999.csv
715090-99999,49.6833333,-112.75,903,71509099999.csv
715100-99999,51.567,-107.917,586,71510099999.csv
715110-99999,51.667,-105.4,526,71511099999.csv
715120-99999,50.271,-64.226,11,71512099999.csv
715130-99999,50.1833333,-61.7833333,11.88,71513099999.csv
715131-99999,52.15,-106.55,510,71513199999.csv
715140-99999,50.4333333,-104.6666666,577,71514099999.csv
715150-99999,50.55,-103.65,579,71515099999.csv
715160-99999,49.05,-105.483,756,71516099999.csv
715170-99999,49.567,-113.05,980,71517099999.csv
715180-99999,50.183,-112.433,801,71518099999.csv
715190-99999,49.867,-111.383,799,71519099999.csv
715200-99999,51.533,-71.117,549,71520099999.csv
715210-99999,50.65,-70.517,497,71521099999.csv
715220-99999,49.833,-71.167,398,71522099999.csv
715230-99999,49.267,-73.35,304,71523099999.csv
715240-99999,45.8,-73.433,21,71524099999.csv
715250-99999,49.917,-110.917,766,71525099999.csv
715260-99999,51.033,-113.283,967,71526099999.csv
715270-99999,49.831667,-92.744167,412.69,71527099999.csv
715280-99999,49.9,-112.733,858,71528099999.csv
715290-99999,62.4166666,-110.6666666,179,71529099999.csv
715320-99999,44.9666666,-79.3,282,71532099999.csv
715340-99999,44.25,-79.917,223,71534099999.csv
715350-99999,49.8,-112.033,833,71535099999.csv
715360-99999,49.483,-112.683,937,71536099999.csv
715370-99999,50.82,-112.05,714,71537099999.csv
715380-99999,42.276,-82.956,189.6,71538099999.csv
715390-99999,50.3166666,-105.55,577,71539099999.csv
715500-99999,51.1,-100.05,305,71550099999.csv
715510-99999,51.483,-107.05,541,71551099999.csv
715520-99999,50.7,-96.567,220,71552099999.csv
715530-99999,51.183,-101.367,540,71553099999.csv
715540-99999,48.517,-68.467,5,71554099999.csv
715550-99999,50.183,-113.883,1364,71555099999.csv
715560-99999,51.417,-105.25,497,71556099999.csv
715580-99999,51.383,-56.1,29,71558099999.csv
715600-99999,49,-97.2333333,242,71560099999.csv
715630-99999,50.1833333,-98.3833333,248,71563099999.csv
715640-99999,49.183,-98.083,298,71564099999.csv
715650-99999,52.55,-114.47,947,71565099999.csv
715660-99999,53.43,-114.72,814,71566099999.csv
715670-99999,53.95,-110.58,630,71567099999.csv
715680-99999,50.45,-125.983,8,71568099999.csv
715690-99999,50.2,-104.7,580,71569099999.csv
715700-99999,50.5222222,-95.9772222,253,71570099999.csv
715710-99999,55.6833333,-119.2333333,1015,71571099999.csv
715720-99999,56.033,-96.5,183,71572099999.csv
715730-99999,42.867,-80.55,232,71573099999.csv
715740-99999,47.63,-65.739,58.8,71574099999.csv
715750-99999,64.23,-76.53,50,71575099999.csv
715760-99999,72.7,-77.95,65,71576099999.csv
715770-99999,50.617,-96.967,217,71577099999.csv
715780-99999,46.833,-71.183,10,71578099999.csv
715790-99999,49.8833333,-97.1333333,230,71579099999.csv
715800-99999,69.5333333,-93.5666666,28,71580099999.csv
715810-99999,45.533,-78.267,397,71581099999.csv
715820-99999,52.1833333,-128.15,42.97,71582099999.csv
715830-99999,68.25,-122.1,548,71583099999.csv
715850-99999,56.65,-111.217,369,71585099999.csv
715860-99999,55.15,-105.2666666,379,71586099999.csv
715880-99999,49.617,-57.917,116,71588099999.csv
715890-99999,48.55,-53.967,107,71589099999.csv
715900-99999,47.42,-68.32,154,71590099999.csv
715901-99999,44.98,-62.48,40,71590199999.csv
715910-99999,44.602,-63.533,2,71591099999.csv
715920-99999,73,-85.017,10,71592099999.csv
715930-99999,58.6166666,-111.6666666,212,71593099999.csv
715970-99999,68.635556,-95.849722,46.32,71597099999.csv
715971-99999,46.55,-61.05,13,71597199999.csv
715980-99999,47.8,-64.833,5,71598099999.csv
715990-99999,44.417,-65.2,165,71599099999.csv
716000-99999,43.917,-60,5,71600099999.csv
716010-99999,44.64,-63.499,50.9,71601099999.csv
716015-99999,44.63,-63.52,6,71601599999.csv
716016-99999,44.63,-63.5,53,71601699999.csv
716030-99999,43.827,-66.088,43,71603099999.csv
716040-99999,46.817,-60.667,439,71604099999.csv
716050-99999,49.5166666,-123.4833333,123,71605099999.csv
716070-99999,45.217,-67.25,26,71607099999.csv
716090-99999,45.317,-65.883,108.8,71609099999.csv
716100-99999,45.438611,-71.691389,241.4,71610099999.csv
716110-99999,45.367,-71.817,181,71611099999.csv
716120-99999,45.5,-73.567,73,71612099999.csv
716140-99999,45.167,-73.667,53,71614099999.csv
716160-99999,46.3,-72.05,97,71616099999.csv
716170-99999,48.417,-71.133,128,71617099999.csv
716180-99999,58.73906,-94.06637,29.26,71618099999.csv
716189-99999,45.317,-72.25,851,71618999999.csv
716190-99999,48.012,-65.332,46.4,71619099999.csv
716200-99999,44.225277,-76.596944,92.96,71620099999.csv
716205-99999,45.85,-73.7,50,71620599999.csv
716210-99999,44.117,-77.533,86.3,71621099999.csv
716215-99999,45.8,-74.63,168,71621599999.csv
716220-99999,43.033,-81.15,278,71622099999.csv
716225-99999,45.633,-75.2,105,71622599999.csv
716230-99999,43.036,-81.154,278,71623099999.csv
716235-99999,45.8,-75.067,195,71623599999.csv
716240-99999,43.677223,-79.630556,173.43,71624099999.csv
716250-99999,45.952,-77.319,130.1,71625099999.csv
716270-94792,45.467,-73.733,36,71627094792.csv
716278-99999,55.283,-77.75,10,71627899999.csv
716279-99999,45.522,-75.564,64.3,71627999999.csv
716280-99999,45.3225,-75.669167,113.99,71628099999.csv
716300-99999,44.975,-79.303,281.9,71630099999.csv
716310-99999,43.9833333,-80.75,415,71631099999.csv
716330-99999,44.75,-81.1,222.2,71633099999.csv
716390-99999,43.8666666,-79.3666666,198,71639099999.csv
716420-99999,47.82,-83.347,446.5,71642099999.csv
716445-99999,45.97,-66.65,8,71644599999.csv
716650-99999,56.55,-61.68,8,71665099999.csv
716660-99999,46.42,-64.77,36,71666099999.csv
716670-99999,48.37,-89.32,199,71667099999.csv
716680-99999,45.92,-66.6,35,71668099999.csv
716690-99999,50.367,-114.417,1415,71669099999.csv
716700-99999,46.77,-65,34,71670099999.csv
716710-99999,45.07,-64.48,49,71671099999.csv
716720-99999,44.35,-78.3,216,71672099999.csv
716750-99999,53.8333333,-89.8666667,224,71675099999.csv
716790-99999,53.77,-125.98,861,71679099999.csv
716800-99999,63.6,-113.85,373,71680099999.csv
716820-99999,61.117,-122.85,183,71682099999.csv
716830-99999,68.75,-133.5,85,71683099999.csv
716840-99999,47.7,-79.85,243.23,71684099999.csv
716841-99999,50.0833333,-122.95,1640,71684199999.csv
716851-99999,50.0666666,-122.95,1690,71685199999.csv
716860-99999,58.4166666,-130.0333333,802.8,71686099999.csv
716861-99999,50.083,-122.983,933,71686199999.csv
716870-99999,50.133,-122.95,659,71687099999.csv
716880-99999,50.15,-123.117,884,71688099999.csv
716890-99999,56.65,-111.2166666,369.11,71689099999.csv
716910-99999,49.1333333,-68.2,21.64,71691099999.csv
716920-99999,47.3333333,-54.5833333,22,71692099999.csv
716940-99999,45.133,-79.4,297,71694099999.csv
716950-99999,53.9666667,-101.1,274,71695099999.csv
716960-99999,58.72,-94.07,29,71696099999.csv
716971-99999,52.2,-87.93,254,71697199999.csv
716990-99999,45.067,-66.45,6,71699099999.csv
717000-99999,45.8666666,-66.5333333,20.72,71700099999.csv
717010-99999,45.833,-66.433,51,71701099999.csv
717020-99999,46.433,-63.833,12,71702099999.csv
717030-99999,47.15,-67.8333333,241.7,71703099999.csv
717040-99999,43,-82.3166666,181.05,71704099999.csv
717050-99999,46.112,-64.679,70.7,71705099999.csv
717060-99999,46.283,-63.133,48.8,71706099999.csv
717063-99999,46.440556,-63.833611,17.06,71706399999.csv
717070-99999,46.167,-60.05,61.9,71707099999.csv
717080-99999,46.791,-71.393,74.4,71708099999.csv
717090-99999,47.417,-61.783,10.7,71709099999.csv
717100-99999,47.4166666,-61.7666666,8,71710099999.csv
717110-99999,47.983,-66.333,40,71711099999.csv
717120-99999,45.117,-74.283,49,71712099999.csv
717130-99999,47.35,-70.017,31,71713099999.csv
717150-99999,47.8,-69.533,147,71715099999.csv
